seq,step,time,tag,phase,current_bytes,actual_bytes,highwater_bytes
578,-1,18,PDE.solveRhs.beforeSolve,point,19840981843,40000000000,24834343603
579,-1,18,PDE.solveRhs.afterSolve,point,19840981843,40000000000,24834343603
580,18,18,momentumSolve,exit,19448973259,40000000000,24834343603
581,18,18,after-UEqn,point,19448973259,40000000000,24834343603
582,18,18,pEqn,enter,21494524955,40000000000,24834343603
583,-1,18,PDE.solveImpl.beforeAssemble,point,21494524955,40000000000,24834343603
584,-1,18,PDE.solveImpl.afterAssemble,point,21494524955,40000000000,24834343603
585,-1,18,PDE.solveImpl.beforeSolve,point,21494524955,40000000000,24834343603
586,-1,18,PDE.solveImpl.afterSolve,point,21494524955,40000000000,24834343603
587,18,18,pEqn,exit,21494524955,40000000000,24834343603
588,18,18,after-pEqn,point,19448973259,40000000000,24834343603
589,-1,18,kOmegaSST.correct,enter,19448973259,40000000000,24834343603
590,-1,18,kOmegaSST.afterGradients,point,21147677123,40000000000,24834343603
591,-1,18,kOmegaSST.omegaEqn.before,point,21151844627,40000000000,24834343603
592,-1,18,PDE.solveImpl.beforeAssemble,point,21151844627,40000000000,24834343603
593,-1,18,PDE.solveImpl.afterAssemble,point,21151844627,40000000000,24834343603
594,-1,18,PDE.solveImpl.beforeSolve,point,21151844627,40000000000,24834343603
595,-1,18,PDE.solveImpl.afterSolve,point,21151844627,40000000000,24834343603
596,-1,18,kOmegaSST.omegaEqn.after,point,21151844627,40000000000,24834343603
597,-1,18,kOmegaSST.kEqn.before,point,20235074179,40000000000,24834343603
598,-1,18,PDE.solveImpl.beforeAssemble,point,20235074179,40000000000,24834343603
599,-1,18,PDE.solveImpl.afterAssemble,point,20235074179,40000000000,24834343603
600,-1,18,PDE.solveImpl.beforeSolve,point,20235074179,40000000000,24834343603
601,-1,18,PDE.solveImpl.afterSolve,point,20235074179,40000000000,24834343603
602,-1,18,kOmegaSST.kEqn.after,point,20235074179,40000000000,24834343603
603,-1,18,kOmegaSST.correct,exit,19448973259,40000000000,24834343603
604,18,18,after-turb,point,19448973259,40000000000,24834343603
605,18,18,timeStep,exit,19448973259,40000000000,24834343603
606,19,19,timeStep,enter,19448973259,40000000000,24834343603
607,19,19,step-start,point,19448973259,40000000000,24834343603
608,19,19,momentumSolve,enter,19448973259,40000000000,24834343603
609,-1,19,PDE.solveRhs.afterAssemble,point,19448973259,40000000000,24834343603
610,-1,19,PDE.solveRhs.afterSavedRhs,point,19840981843,40000000000,24834343603
611,-1,19,PDE.solveRhs.beforeSolve,point,19840981843,40000000000,24834343603
612,-1,19,PDE.solveRhs.afterSolve,point,19840981843,40000000000,24834343603
613,19,19,momentumSolve,exit,19448973259,40000000000,24834343603
614,19,19,after-UEqn,point,19448973259,40000000000,24834343603
615,19,19,pEqn,enter,21494524955,40000000000,24834343603
616,-1,19,PDE.solveImpl.beforeAssemble,point,21494524955,40000000000,24834343603
617,-1,19,PDE.solveImpl.afterAssemble,point,21494524955,40000000000,24834343603
618,-1,19,PDE.solveImpl.beforeSolve,point,21494524955,40000000000,24834343603
619,-1,19,PDE.solveImpl.afterSolve,point,21494524955,40000000000,24834343603
620,19,19,pEqn,exit,21494524955,40000000000,24834343603
