seq,step,time,tag,phase,current_bytes,actual_bytes,highwater_bytes
319,10,10,pEqn,exit,22182408231,40000000000,25600529207
320,10,10,after-pEqn,point,20055572111,40000000000,25600529207
321,-1,10,kOmegaSST.correct,enter,20055572111,40000000000,25600529207
322,-1,10,kOmegaSST.afterGradients,point,21754275975,40000000000,25600529207
323,-1,10,kOmegaSST.omegaEqn.before,point,21759392919,40000000000,25600529207
324,-1,10,PDE.solveImpl.beforeAssemble,point,21759392919,40000000000,25600529207
325,-1,10,PDE.solveImpl.afterAssemble,point,21759392919,40000000000,25600529207
326,-1,10,PDE.solveImpl.beforeSolve,point,21759392919,40000000000,25600529207
327,-1,10,PDE.solveImpl.afterSolve,point,21759392919,40000000000,25600529207
328,-1,10,kOmegaSST.omegaEqn.after,point,21759392919,40000000000,25600529207
329,-1,10,kOmegaSST.kEqn.before,point,20842147751,40000000000,25600529207
330,-1,10,PDE.solveImpl.beforeAssemble,point,20842147751,40000000000,25600529207
331,-1,10,PDE.solveImpl.afterAssemble,point,20842147751,40000000000,25600529207
332,-1,10,PDE.solveImpl.beforeSolve,point,20842147751,40000000000,25600529207
333,-1,10,PDE.solveImpl.afterSolve,point,20842147751,40000000000,25600529207
334,-1,10,kOmegaSST.kEqn.after,point,20842147751,40000000000,25600529207
335,-1,10,kOmegaSST.correct,exit,20055572111,40000000000,25600529207
336,10,10,after-turb,point,20055572111,40000000000,25600529207
337,10,10,timeStep,exit,20055572111,40000000000,25600529207
338,11,11,timeStep,enter,20055572111,40000000000,25600529207
339,11,11,step-start,point,20055572111,40000000000,25600529207
340,11,11,momentumSolve,enter,20055572111,40000000000,25600529207
341,-1,11,PDE.solveRhs.afterAssemble,point,20055572111,40000000000,25600529207
342,-1,11,PDE.solveRhs.afterSavedRhs,point,20447580695,40000000000,25600529207
343,-1,11,PDE.solveRhs.beforeSolve,point,20447580695,40000000000,25600529207
344,-1,11,PDE.solveRhs.afterSolve,point,20447580695,40000000000,25600529207
345,11,11,momentumSolve,exit,20055572111,40000000000,25600529207
346,11,11,after-UEqn,point,20055572111,40000000000,25600529207
347,11,11,pEqn,enter,22182408231,40000000000,25600529207
348,-1,11,PDE.solveImpl.beforeAssemble,point,22182408231,40000000000,25600529207
349,-1,11,PDE.solveImpl.afterAssemble,point,22182408231,40000000000,25600529207
350,-1,11,PDE.solveImpl.beforeSolve,point,22182408231,40000000000,25600529207
351,-1,11,PDE.solveImpl.afterSolve,point,22182408231,40000000000,25600529207
352,11,11,pEqn,exit,22182408231,40000000000,25600529207
353,11,11,after-pEqn,point,20055572111,40000000000,25600529207
